Airport__Name,Aircraft__Make_Model,Effect__Amount_of_damage,Aircraft__Airline_Operator,Origin_State,When__Phase_of_flight,Wildlife__Size,Wildlife__Species,When__Time_of_day,Cost__Other,Cost__Repair,Cost__Total,Speed_IAS_in_knots
SALT LAKE CITY INTL,B-767,None,DELTA AIR LINES,Utah,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
SACRAMENTO INTL,B-757-200,None,UNITED AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
PORTLAND INTL (OR),MD-80,None,AMERICAN AIRLINES,Oregon,Landing Roll,Small,Cliff swallow,Day,0,0,0,
SALT LAKE CITY INTL,EMB-120,None,SKYWEST AIRLINES,Utah,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
ATLANTA INTL,B-757-200,None,DELTA AIR LINES,Georgia,Climb,Small,Unknown bird - small,Night,0,0,0,210
ATLANTA INTL,B-757-200,None,DELTA AIR LINES,Georgia,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,60
BALTIMORE WASH INTL,B-737,None,SOUTHWEST AIRLINES,Maryland,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
WASHINGTON DULLES INTL ARPT,BA-31 JETSTR,None,ATLANTIC COAST AIRLINES,DC,Approach,Small,Unknown bird - small,Day,0,0,0,130
LIHUE ARPT,DC-9-50,None,HAWAIIAN AIR,Hawaii,Approach,Small,Unknown bird - small,Day,0,0,0,125
GREATER PITTSBURGH,B-737-300,None,US AIRWAYS*,Pennsylvania,Approach,Small,Mourning dove,Day,0,0,0,135
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MD-88,None,DELTA AIR LINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,135
DALLAS/FORT WORTH INTL ARPT,MD-82,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140
CHICAGO O'HARE INTL ARPT,B-757-200,None,UNITED AIRLINES,Illinois,Landing Roll,Small,Killdeer,Day,0,0,0,
DENVER INTL AIRPORT,B-727-200,None,UNITED AIRLINES,Colorado,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
FORT LAUDERDALE/HOLLYWOOD INTL,MD-88,None,DELTA AIR LINES,Florida,Climb,Small,Unknown bird - small,Day,0,0,0,145
MEMPHIS INTL,B-737-200,None,DELTA AIR LINES,Tennessee,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140
DENVER INTL AIRPORT,B-727-200,None,UNITED AIRLINES,Colorado,Approach,Small,Unknown bird - small,Day,0,0,0,
CHICAGO O'HARE INTL ARPT,MD-83,None,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,150
PORT COLUMBUS INTL,B-727-200,None,UNITED AIRLINES,Ohio,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727-200,None,ASTAR AIR CARGO,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,165
LOGAN INTL,B-737-300,Substantial,US AIRWAYS*,Massachusetts,Climb,Large,Unknown bird - large,Day,0,211146,211146,160
KANSAS CITY INTL,B-737-700,None,SOUTHWEST AIRLINES,Missouri,Approach,Small,Unknown bird - small,Night,0,0,0,150
DENVER INTL AIRPORT,BE-1900,None,GREAT LAKES AIRLINES,Colorado,Approach,Small,Unknown bird - small,Day,0,0,0,140
CHICAGO O'HARE INTL ARPT,B-757-200,None,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,140
BARKSDALE AIR FORCE BASE ARPT,E-4B,None,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,280
PORTLAND INTL (OR),DHC8 DASH 8,None,HORIZON AIR,Oregon,Landing Roll,Small,European starling,Day,0,0,0,
LOS ANGELES INTL,B-737-700,None,SOUTHWEST AIRLINES,California,Approach,Small,Unknown bird - small,Day,0,0,0,140
DENVER INTL AIRPORT,B-757-200,Substantial,UNITED AIRLINES,Colorado,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
SACRAMENTO INTL,FOKKER F28 MK 4000,Minor,HORIZON AIR,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,
DENVER INTL AIRPORT,B-757-200,None,UPS AIRLINES,Colorado,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
CHARLESTON AFB/INTL ARPT,C-17A,None,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,130
NASHVILLE INTL,B-737-200,Substantial,DELTA AIR LINES,Tennessee,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,120
NEW ORLEANS INTL,B-737-300,None,CONTINENTAL AIRLINES,Louisiana,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
NASHVILLE INTL,MD-82,None,AMERICAN AIRLINES,Tennessee,Take-off run,Small,Unknown bird - small,Day,0,0,0,100
SEATTLE-TACOMA INTL,A-320,None,UNITED AIRLINES,Washington,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
LOUISVILLE INTL ARPT,B-727,None,UPS AIRLINES,Kentucky,Descent,Medium,Unknown bird - medium,Night,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,COMAIR AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,145
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-757-200,None,DELTA AIR LINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,120
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,COMAIR AIRLINES,Kentucky,Climb,Small,European starling,Day,0,0,0,150
DALLAS/FORT WORTH INTL ARPT,A-319,None,UNITED AIRLINES,Texas,Landing Roll,Small,Barn owl,Night,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,COMAIR AIRLINES,Kentucky,Climb,Small,Unknown bird - small,Day,0,0,0,170
DENVER INTL AIRPORT,A-320,None,UNITED AIRLINES,Colorado,Take-off run,Small,Western meadowlark,Day,0,0,0,
SAN ANTONIO INTL,MD-82,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Dusk,0,0,0,136
INDIANAPOLIS INTL,B-757-200,None,AMERICA WEST AIRLINES,Indiana,Landing Roll,Small,American kestrel,Night,0,0,0,
INDIANAPOLIS INTL,B-737-300,None,SOUTHWEST AIRLINES,Indiana,Take-off run,Medium,Red-tailed hawk,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,B-737-300,None,UNITED AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,COMAIR AIRLINES,Kentucky,Climb,Medium,Unknown bird - medium,Day,0,0,0,130
CHARLESTON AFB/INTL ARPT,B-757-200,None,DELTA AIR LINES,South Carolina,Climb,Medium,Unknown bird - medium,Day,0,0,0,250
FORT LAUDERDALE/HOLLYWOOD INTL,B-737-200,None,US AIRWAYS*,Florida,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,150
SALT LAKE CITY INTL,CL-RJ100/200,Minor,SKYWEST AIRLINES,Utah,Approach,Small,Unknown bird - small,Day,0,0,0,142
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727-200,None,DELTA AIR LINES,Kentucky,Take-off run,Small,Unknown bird - small,Day,0,0,0,120
LIHUE ARPT,B-737-200,None,ALOHA AIRLINES,Hawaii,Landing Roll,Small,Short-eared owl,Day,0,0,0,
DENVER INTL AIRPORT,B-737-300,None,UNITED AIRLINES,Colorado,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
NASHVILLE INTL,B-737-300,None,UNITED AIRLINES,Tennessee,Take-off run,Medium,American crow,Day,0,0,0,100
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727-200,None,DELTA AIR LINES,Kentucky,Approach,Small,Mourning dove,Day,0,0,0,130
MEMPHIS INTL,DC-10,None,FEDEX EXPRESS,Tennessee,Climb,Small,Unknown bird - small,Day,0,0,0,190
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,BE-1900,None,EXPRESSJET (CONTINENTAL EXPRS),Kentucky,Landing Roll,Small,European starling,Day,0,0,0,100
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,AMERICAN AIRLINES,Texas,Landing Roll,Small,Rock pigeon,Day,0,0,0,100
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-737-800,None,DELTA AIR LINES,Kentucky,Take-off run,Small,Unknown bird - small,Day,0,0,0,
INDIANAPOLIS INTL,ATR-42,None,EXPRESSJET (CONTINENTAL EXPRS),Indiana,Take-off run,Small,Mourning dove,Dawn,0,0,0,110
DALLAS/FORT WORTH INTL ARPT,SAAB-340,Substantial,AMERICAN EAGLE AIRLINES,Texas,Take-off run,Small,Rock pigeon,Day,0,0,0,80
ATLANTA INTL,BA-31 JETSTR,Substantial,BUSINESS,Georgia,Landing Roll,Medium,Unknown bird - medium,Day,0,40091,40091,80
CHICAGO O'HARE INTL ARPT,CL-RJ100/200,None,ATLANTIC COAST AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Day,0,0,0,250
SACRAMENTO INTL,B-737,None,SOUTHWEST AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
WASHINGTON DULLES INTL ARPT,CL-RJ100/200,None,ATLANTIC COAST AIRLINES,DC,Climb,Small,Barn swallow,Day,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,AMERICAN AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,110
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-737-200,None,DELTA AIR LINES,Kentucky,Climb,Small,European starling,Day,0,0,0,145
CHICAGO O'HARE INTL ARPT,CL-RJ100/200,None,AIR WISCONSIN AIRLINES,Illinois,Take-off run,Small,Unknown bird - small,Day,0,0,0,100
NASHVILLE INTL,B-737-300,None,SOUTHWEST AIRLINES,Tennessee,Take-off run,Small,Unknown bird - small,Dusk,0,0,0,120
CLEVELAND-HOPKINS INTL ARPT,B-727-200,None,UNITED AIRLINES,Ohio,Climb,Medium,Unknown bird - medium,Day,0,0,0,220
SACRAMENTO INTL,EMB-120,None,SKYWEST AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
MEMPHIS INTL,A-300,None,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,130
LAGUARDIA NY,B-727,None,DELTA AIR LINES,New York,Landing Roll,Small,European starling,Day,0,0,0,100
SALT LAKE CITY INTL,B-737-500,None,UNITED AIRLINES,Utah,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,None,ATLANTIC COAST AIRLINES,DC,Climb,Small,Unknown bird - small,Night,0,0,0,170
DENVER INTL AIRPORT,DORNIER 328,None,AIR WISCONSIN AIRLINES,Colorado,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
LOS ANGELES INTL,MD-80,None,AMERICAN AIRLINES,California,Landing Roll,Small,American kestrel,Day,0,0,0,
SACRAMENTO INTL,MD-80,None,TRANS WORLD AIRLINES,California,Landing Roll,Small,European starling,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,COMAIR AIRLINES,Kentucky,Landing Roll,Small,Mourning dove,Day,0,0,0,130
SACRAMENTO INTL,B-737-300,None,UNITED AIRLINES,California,Take-off run,Small,European starling,Day,0,0,0,
ATLANTA INTL,MD-88,None,DELTA AIR LINES,Georgia,Climb,Large,Unknown bird - large,Night,0,0,0,220
LAMBERT-ST LOUIS INTL,CL-RJ100/200,None,COMAIR AIRLINES,Missouri,Climb,Small,Unknown bird - small,Day,0,0,0,170
ATLANTA INTL,B-757-200,None,DELTA AIR LINES,Georgia,Climb,Medium,Unknown bird - medium,Dusk,0,0,0,250
MEMPHIS INTL,MD-88,None,DELTA AIR LINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,150
SEATTLE-TACOMA INTL,MD-80,None,ALASKA AIRLINES,Washington,Landing Roll,Small,European starling,Day,0,0,0,
SALT LAKE CITY INTL,B-737-300,None,DELTA AIR LINES,Utah,Approach,Medium,Unknown bird - medium,Night,0,0,0,
WASHINGTON DULLES INTL ARPT,CL-RJ100/200,None,ATLANTIC COAST AIRLINES,DC,Climb,Medium,Unknown bird - medium,Night,0,0,0,150
DALLAS/FORT WORTH INTL ARPT,MD-90-30,None,DELTA AIR LINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,250
DALLAS/FORT WORTH INTL ARPT,SAAB-340,None,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,Small,Rock pigeon,Day,0,0,0,
CHICAGO O'HARE INTL ARPT,B-737-800,None,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Day,0,0,0,145
SACRAMENTO INTL,FOKKER F28 MK 4000,None,HORIZON AIR,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,
GEORGE BUSH INTERCONTINENTAL,EMB-145,None,EXPRESSJET (CONTINENTAL EXPRS),Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140
MEMPHIS INTL,A-320,None,NORTHWEST AIRLINES,Tennessee,Landing Roll,Small,European starling,Day,0,0,0,110
PORTLAND INTL (OR),B-737-700,None,SOUTHWEST AIRLINES,Oregon,Take-off run,Small,Unknown bird - small,Day,0,0,0,128
DALLAS/FORT WORTH INTL ARPT,MD-82,None,AMERICAN AIRLINES,Texas,Take-off run,Small,European starling,Day,0,0,0,150
WILL ROGERS WORLD ARPT,T-38C,None,MILITARY,Oklahoma,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,145
DENVER INTL AIRPORT,BE-1900,Minor,GREAT LAKES AIRLINES,Colorado,Approach,Small,Unknown bird - small,Day,0,0,0,120
PHILADELPHIA INTL,MD-88,None,DELTA AIR LINES,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,140
BALTIMORE WASH INTL,B-757-200,None,UNITED AIRLINES,Maryland,Climb,Small,Mourning dove,Day,0,0,0,180
CHARLOTTE/DOUGLAS INTL ARPT,B-737-400,None,US AIRWAYS*,North Carolina,Take-off run,Small,American robin,Day,0,0,0,110
JOHN F KENNEDY INTL,B-767-300,None,UNITED AIRLINES,New York,Approach,Small,Unknown bird - small,Dawn,0,0,0,
SEATTLE-TACOMA INTL,DHC8 DASH 8,None,HORIZON AIR,Washington,Approach,Small,European starling,Day,0,0,0,127
LOS ANGELES INTL,B-737-300,None,UNITED AIRLINES,California,Climb,Small,Rock pigeon,Day,0,0,0,
SACRAMENTO INTL,FOKKER F28 MK 4000,None,HORIZON AIR,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,100
DALLAS/FORT WORTH INTL ARPT,MD-80,None,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
LOS ANGELES INTL,BE-400 BJET,Minor,BUSINESS,California,Take-off run,Small,Rock pigeon,Day,0,0,0,
ATLANTA INTL,MD-88,None,DELTA AIR LINES,Georgia,Approach,Small,Unknown bird - small,Day,0,0,0,140
KANSAS CITY INTL,B-737-300,None,SOUTHWEST AIRLINES,Missouri,Take-off run,Small,Mourning dove,Day,0,0,0,
KANSAS CITY INTL,B-737-300,None,SOUTHWEST AIRLINES,Missouri,Landing Roll,Small,Killdeer,Dusk,0,0,0,110
WASHINGTON DULLES INTL ARPT,A-319,None,UNITED AIRLINES,DC,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,MD-80,None,AMERICAN AIRLINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
TETERBORO AIRPORT,LEARJET-35,Medium,BUSINESS,New Jersey,Take-off run,Medium,Mallard,Night,0,0,0,
SAN FRANCISCO INTL ARPT,B-737-800,None,CONTINENTAL AIRLINES,California,Climb,Small,Rock pigeon,Day,0,0,0,
NEW ORLEANS INTL,DC-9-30,None,NORTHWEST AIRLINES,Louisiana,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
MEMPHIS INTL,DC-9-30,None,NORTHWEST AIRLINES,Tennessee,Approach,Small,Mourning dove,Day,0,0,0,130
LIHUE ARPT,B-737-200,None,ALOHA AIRLINES,Hawaii,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
DETROIT METRO WAYNE COUNTY ARPT,B-727-200,None,AMERICAN AIRLINES,Michigan,Take-off run,Small,Unknown bird - small,Dawn,0,0,0,110
LOS ANGELES INTL,MD-82,None,AMERICAN AIRLINES,California,Landing Roll,Small,American kestrel,Day,0,0,0,115
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,COMAIR AIRLINES,Kentucky,Take-off run,Small,Unknown bird - small,Day,0,0,0,
PORTLAND INTL (OR),DHC8 DASH 8,None,HORIZON AIR,Oregon,Approach,Small,Unknown bird - small,Dawn,0,0,0,
MEMPHIS INTL,B-737-200,None,DELTA AIR LINES,Tennessee,Take-off run,Small,Unknown bird - small,Day,0,0,0,135
CHICAGO O'HARE INTL ARPT,FOKKER F100,Minor,AMERICAN AIRLINES,Illinois,Climb,Medium,American crow,Night,0,0,0,150
EPPLEY AIRFIELD,B-737-700,None,SOUTHWEST AIRLINES,Nebraska,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
CHICAGO O'HARE INTL ARPT,FOKKER F100,None,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,
LOUISVILLE INTL ARPT,FOKKER F100,None,AMERICAN AIRLINES,Kentucky,Climb,Small,Unknown bird - small,Day,0,0,0,250
GREATER PITTSBURGH,A-319,None,US AIRWAYS*,Pennsylvania,Take-off run,Small,Unknown bird - small,Day,0,0,0,80
ORLANDO INTL,DC-10-10,None,FEDEX EXPRESS,Florida,Approach,Medium,Unknown bird - medium,Day,0,0,0,130
DENVER INTL AIRPORT,B-737-300,None,UNITED AIRLINES,Colorado,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
SACRAMENTO INTL,MD-80,None,AMERICAN AIRLINES,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
LOS ANGELES INTL,A-320,None,BUSINESS,California,Landing Roll,Medium,American crow,Dusk,0,0,0,
DENVER INTL AIRPORT,BE-1900,None,GREAT LAKES AIRLINES,Colorado,Take-off run,Small,Unknown bird - small,Day,0,0,0,110
PORTLAND INTL (OR),B-737-500,None,UNITED AIRLINES,Oregon,Landing Roll,Medium,American crow,Day,0,0,0,
INDIANAPOLIS INTL,A-320,None,NORTHWEST AIRLINES,Indiana,Landing Roll,Small,Killdeer,Dawn,0,0,0,
EPPLEY AIRFIELD,B-757-200,None,UNITED AIRLINES,Nebraska,Approach,Small,Unknown bird - small,Day,0,0,0,
TETERBORO AIRPORT,C-650,Substantial,BUSINESS,New Jersey,Climb,Small,European starling,Dusk,13364,100228,113592,180
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,COMAIR AIRLINES,Kentucky,Climb,Medium,American crow,Day,0,0,0,150
CHARLESTON AFB/INTL ARPT,B-737-300,None,US AIRWAYS*,South Carolina,Approach,Medium,Unknown bird - medium,Night,0,0,0,
ATLANTA INTL,B-727,None,UPS AIRLINES,Georgia,Climb,Small,Unknown bird - small,Dawn,0,0,0,200
KANSAS CITY INTL,B-737-300,None,SOUTHWEST AIRLINES,Missouri,Take-off run,Small,Unknown bird - small,Day,0,0,0,140
LAMBERT-ST LOUIS INTL,MD-80,Minor,TRANS WORLD AIRLINES,Missouri,Approach,Large,Canada goose,Day,0,0,0,135
LOUISVILLE INTL ARPT,B-737-200,None,US AIRWAYS*,Kentucky,Climb,Medium,Unknown bird - medium,Day,0,0,0,140
LAMBERT-ST LOUIS INTL,MD-83,None,TRANS WORLD AIRLINES,Missouri,Approach,Medium,Unknown bird - medium,Day,0,0,0,140
MEMPHIS INTL,BE-400 BJET,None,BUSINESS,Tennessee,Climb,Medium,Unknown bird - medium,Day,0,0,0,170
PORT COLUMBUS INTL,B-737-200,None,DELTA AIR LINES,Ohio,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
CHARLESTON AFB/INTL ARPT,C-17A,None,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Dusk,0,0,0,180
INDIANAPOLIS INTL,EMB-145,None,CHAUTAUQUA AIRLINES,Indiana,Approach,Small,Unknown bird - small,Day,0,0,0,130
LOUISVILLE INTL ARPT,B-737-200,None,US AIRWAYS*,Kentucky,Landing Roll,Small,Mourning dove,Day,0,0,0,100
DALLAS/FORT WORTH INTL ARPT,SAAB-340,None,AMERICAN EAGLE AIRLINES,Texas,Take-off run,Small,Western meadowlark,Day,0,0,0,
RONALD REAGAN WASHINGTON NATL,SAAB-340,None,AMERICAN EAGLE AIRLINES,DC,Approach,Small,Barn swallow,Day,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,None,US AIRWAYS*,North Carolina,Approach,Small,European starling,Day,0,0,0,140
MINETA SAN JOSE INTL,C-172,None,PRIVATELY OWNED,California,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
SALT LAKE CITY INTL,CL-RJ100/200,None,SKYWEST AIRLINES,Utah,Approach,Large,Great blue heron,Day,0,0,0,150
DALLAS/FORT WORTH INTL ARPT,B-727-200,None,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,200
CHICAGO MIDWAY INTL ARPT,B-737-300,Substantial,SOUTHWEST AIRLINES,Illinois,Take-off run,Small,Unknown bird - small,Day,0,0,0,100
LOGAN INTL,B-737-200,None,DELTA AIR LINES,Massachusetts,Approach,Small,Unknown bird - small,Day,0,0,0,136
LAMBERT-ST LOUIS INTL,BA-41 JETSTR,None,TRANS WORLD AIRLINES,Missouri,Approach,Small,European starling,Day,0,0,0,120
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,COMAIR AIRLINES,Kentucky,Take-off run,Small,Eastern meadowlark,Day,0,0,0,150
PHILADELPHIA INTL,DHC8 DASH 8,None,PIEDMONT AIRLINES,Pennsylvania,Approach,Medium,Unknown bird - medium,Day,0,0,0,110
MINETA SAN JOSE INTL,MD-80,None,AMERICAN AIRLINES,California,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,110
LOUISVILLE INTL ARPT,B-767-300,None,UPS AIRLINES,Kentucky,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,130
DENVER INTL AIRPORT,BE-1900,None,GREAT LAKES AIRLINES,Colorado,Approach,Small,Unknown bird - small,Day,0,0,0,110
LAGUARDIA NY,A-320,None,US AIRWAYS*,New York,Approach,Small,Unknown bird - small,Day,0,0,0,160
LOS ANGELES INTL,SAAB-340,None,AMERICAN EAGLE AIRLINES,California,Landing Roll,Small,American kestrel,Day,0,0,0,
CHICAGO O'HARE INTL ARPT,MD-83,Minor,AMERICAN AIRLINES,Illinois,Descent,Small,Unknown bird - small,Day,0,0,0,
MINETA SAN JOSE INTL,B-737-300,None,SOUTHWEST AIRLINES,California,Climb,Small,Unknown bird - small,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,SAAB-340,None,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,Small,Rock pigeon,Day,0,0,0,
PORTLAND INTL (OR),DHC8 DASH 8,None,HORIZON AIR,Oregon,Take-off run,Small,Cliff swallow,Day,0,0,0,
PHILADELPHIA INTL,B-767-300,None,UPS AIRLINES,Pennsylvania,Take-off run,Small,Unknown bird - small,Day,0,0,0,150
DALLAS/FORT WORTH INTL ARPT,ATR-72,None,AMERICAN EAGLE AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,170
CHARLOTTE/DOUGLAS INTL ARPT,DHC8 DASH 8,None,PIEDMONT AIRLINES,North Carolina,Landing Roll,Small,Unknown bird - small,Dawn,0,0,0,120
WILL ROGERS WORLD ARPT,B-737-500,None,SOUTHWEST AIRLINES,Oklahoma,Take-off run,Small,Mourning dove,Dawn,0,0,0,120
PORT COLUMBUS INTL,HAWKER 1000,None,EXECUTIVE JET AVIATION,Ohio,Climb,Small,Unknown bird - small,Day,0,0,0,140
DENVER INTL AIRPORT,MD-82,None,AMERICAN AIRLINES,Colorado,Landing Roll,Small,Unknown bird - small,Day,0,0,0,100
PORTLAND INTL (OR),B-737-700,None,ALASKA AIRLINES,Oregon,Landing Roll,Small,Cliff swallow,Day,0,0,0,
ATLANTA INTL,B-757-200,None,DELTA AIR LINES,Georgia,Approach,Small,Unknown bird - small,Day,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,MD-82,None,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140
AUSTIN-BERGSTROM INTL,DC-10-10,None,FEDEX EXPRESS,Texas,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,165
CHICAGO O'HARE INTL ARPT,MD-82,None,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,170
PORT COLUMBUS INTL,BA-41 JETSTR,None,ATLANTIC COAST AIRLINES,Ohio,Climb,Medium,Unknown bird - medium,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,None,AMERICAN AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,250
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727-200,None,DELTA AIR LINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,140
CHICAGO O'HARE INTL ARPT,MD-82,None,AMERICAN AIRLINES,Illinois,Landing Roll,Small,Unknown bird - small,Day,0,0,0,120
DALLAS/FORT WORTH INTL ARPT,B-737-500,None,CONTINENTAL AIRLINES,Texas,Landing Roll,Small,Rock pigeon,Day,0,0,0,
PHILADELPHIA INTL,B-737-300,Substantial,US AIRWAYS*,Pennsylvania,Climb,Medium,Unknown bird - medium,Day,0,0,0,
SALT LAKE CITY INTL,EMB-120,None,SKYWEST AIRLINES,Utah,Approach,Small,Unknown bird - small,Day,0,0,0,
DENVER INTL AIRPORT,B-737-300,None,FRONTIER AIRLINES,Colorado,Climb,Small,Unknown bird - small,Day,0,0,0,160
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,COMAIR AIRLINES,Kentucky,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
PHILADELPHIA INTL,B-737-300,None,US AIRWAYS*,Pennsylvania,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,SAAB-340,None,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,110
DALLAS/FORT WORTH INTL ARPT,B-727,None,FEDEX EXPRESS,Texas,Landing Roll,Small,Barn owl,Night,0,0,0,
METRO OAKLAND INTL,C-421,None,PRIVATELY OWNED,California,Approach,Large,Turkey vulture,Day,0,0,0,100
CHARLOTTE/DOUGLAS INTL ARPT,MD-80,None,DELTA AIR LINES,North Carolina,Approach,Small,Mourning dove,Day,0,0,0,135
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,80
KANSAS CITY INTL,B-727-200,None,UNITED AIRLINES,Missouri,Climb,Small,European starling,Dusk,0,0,0,154
LAGUARDIA NY,FOKKER F100,None,US AIRWAYS*,New York,Approach,Medium,Herring gull,Day,0,0,0,140
PORT COLUMBUS INTL,B-737-200,None,DELTA AIR LINES,Ohio,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
NEWARK LIBERTY INTL ARPT,A-300,None,AMERICAN AIRLINES,New Jersey,Landing Roll,Medium,Mallard,Night,0,0,0,
